img_name,mean,std
10N_1330_3107_13-2018-06-21,"[318.55348014831543, 576.7513427734375, 538.0021572113037, 3066.084547996521]","[107.1038482550784, 127.89855299403777, 237.90330546866048, 590.7848403037826]"
10N_1330_3107_13-2018-06-28,"[303.6009798049927, 557.3023929595947, 523.1877012252808, 2974.0835943222046]","[118.31449140334094, 137.11757768013283, 244.36017562475035, 573.3559374866511]"
10N_1330_3107_13-2018-07-01,"[298.976318359375, 552.338641166687, 528.3652391433716, 2953.6771183013916]","[119.99874988515694, 136.36101065324038, 246.04894100703882, 555.5054205615709]"
10N_1330_3107_13-2018-07-07,"[292.6813154220581, 543.7701044082642, 517.6039562225342, 2889.050340652466]","[112.46069210307618, 139.6504612768532, 251.8306741263407, 547.7421237537009]"
10N_1330_3107_13-2018-07-14,"[320.83442974090576, 557.7388172149658, 543.8031015396118, 2904.199722290039]","[125.08989398339538, 147.63560326914586, 263.5308344075682, 554.749567717924]"
10N_1330_3107_13-2018-07-21,"[324.83538913726807, 570.199652671814, 563.4471206665039, 2898.9098596572876]","[123.11059268374018, 148.74344093387623, 261.34019791650485, 534.351019228227]"
10N_1330_3107_13-2018-07-28,"[296.9864568710327, 538.349687576294, 543.1208171844482, 2819.385223388672]","[79.90982274842473, 111.07635617119473, 213.64125633585408, 473.12052869047506]"
10N_1330_3107_13-2018-08-01,"[318.22282123565674, 554.3578386306763, 566.8215913772583, 2830.697211265564]","[86.9014975661966, 113.21442335541832, 216.2077144915755, 464.19249246986845]"
10N_1330_3107_13-2018-08-07,"[334.2533254623413, 573.7616634368896, 609.8391771316528, 2822.4253511428833]","[59.46736663720103, 80.04924516361378, 180.3981327934957, 450.5385226428365]"
10N_1330_3107_13-2018-08-14,"[323.00028705596924, 549.9409685134888, 555.8979825973511, 2783.916615486145]","[120.03181368366425, 144.56754516495974, 243.72125161445047, 477.96111552667986]"
10N_1330_3107_13-2018-08-21,"[340.5707550048828, 566.6950206756592, 586.6593351364136, 2773.4058866500854]","[123.35631191920527, 145.66013833488006, 252.3297999162214, 459.8656906616827]"
10N_1330_3107_13-2018-08-28,"[294.9656171798706, 534.6142768859863, 563.7020349502563, 2768.2560844421387]","[108.55144546525172, 140.7708706209974, 251.21909420626727, 463.57551132358816]"
10N_1330_3107_13-2018-09-01,"[304.81434059143066, 542.3060531616211, 571.9045209884644, 2730.6550512313843]","[117.18955889385037, 148.69016720926047, 256.444185501126, 455.4160179654463]"
10N_1330_3107_13-2018-09-07,"[302.6798448562622, 541.8468761444092, 581.9244031906128, 2736.7700004577637]","[118.89018703916814, 150.8441720742928, 264.4923157729831, 449.81346857327907]"
10N_1330_3107_13-2018-09-14,"[296.3120708465576, 527.8476400375366, 573.631233215332, 2672.2325534820557]","[125.18803108189098, 160.51068056470302, 273.8809792302667, 468.5844550938788]"
10N_1330_3107_13-2018-09-21,"[318.41607093811035, 560.6131448745728, 597.4863862991333, 2696.847813606262]","[141.23749229531404, 180.55849304818054, 293.0682619303553, 490.0310346869153]"
10N_1330_3107_13-2018-09-28,"[290.4439697265625, 534.7692499160767, 550.2150993347168, 2730.740816116333]","[129.70110515555027, 169.23755893859925, 268.8648041349094, 505.5071542787875]"
10N_1330_3107_13-2018-10-01,"[291.5167531967163, 533.3526706695557, 545.1846475601196, 2678.539834022522]","[126.02642850763053, 163.30098125095503, 256.42681643111155, 493.1491088139095]"
10N_1330_3107_13-2018-10-07,"[281.5328245162964, 519.9896354675293, 529.7130756378174, 2601.4955701828003]","[122.81872049827197, 159.7902118337201, 246.50890470705366, 492.6432207396489]"
10N_1330_3107_13-2018-10-14,"[267.8766393661499, 500.08989334106445, 524.9057817459106, 2562.1198558807373]","[123.25764019919235, 165.7518078650867, 261.31205145601, 533.7190481075993]"
10N_1330_3107_13-2018-10-21,"[266.51185512542725, 501.01426887512207, 545.6320953369141, 2510.0018520355225]","[119.46260807626386, 163.65162895022758, 262.03360962818897, 507.8232971812663]"
10N_1330_3107_13-2018-10-28,"[329.8924980163574, 578.4453678131104, 660.680718421936, 2568.4259901046753]","[127.79695334775334, 170.16569506656, 282.9046757301904, 504.29434287568813]"
10N_1330_3107_13-2018-11-01,"[330.44233417510986, 571.0237331390381, 651.6220216751099, 2516.6499347686768]","[129.83099821570846, 169.24371364356634, 277.21173992536774, 495.02609773633844]"
10N_1330_3107_13-2018-11-07,"[338.06850242614746, 573.898699760437, 682.2068529129028, 2527.77410697937]","[130.8785094142083, 171.65624472980713, 286.9814140575341, 551.6781928256305]"
10N_1330_3107_13-2018-11-14,"[240.53471851348877, 439.9751958847046, 516.3670701980591, 1652.454960823059]","[67.93973273034456, 105.35799079661106, 171.14571736520426, 444.5146928864118]"
10N_1330_3107_13-2018-11-21,"[297.46190452575684, 408.02436923980713, 503.60498332977295, 913.7312898635864]","[81.48280518312052, 111.30017040533039, 170.87442574929906, 356.1094164860491]"
10N_1330_3107_13-2018-11-28,"[221.2149534225464, 319.8995056152344, 413.0157279968262, 799.4567766189575]","[72.10852368728379, 103.03746273759587, 164.0236230055294, 335.72570642589255]"
10N_1330_3107_13-2018-12-01,"[204.66574954986572, 308.55238246917725, 399.3401794433594, 809.3642883300781]","[68.68677649190678, 100.59121006351354, 161.93720483736618, 338.3907469120257]"
10N_1330_3107_13-2018-12-07,"[259.58562660217285, 378.12640285491943, 506.86910820007324, 917.6856832504272]","[98.25061212562471, 132.78422194068116, 215.8365295296002, 369.75767941771653]"
10N_1330_3107_13-2018-12-14,"[298.83389949798584, 418.16112995147705, 565.3669052124023, 1016.9173183441162]","[134.50245619393002, 168.80791660363593, 260.60557034250917, 420.94881151081836]"
10N_1330_3107_13-2018-12-21,"[299.0782241821289, 416.1043119430542, 560.2073211669922, 973.7712717056274]","[123.76441691926773, 160.34542241363192, 250.08211855127348, 392.8528260659365]"
10N_1330_3107_13-2018-12-28,"[322.23443698883057, 458.5777950286865, 620.0880327224731, 1001.62926197052]","[136.96410861941442, 186.6663451440447, 285.02245077880355, 412.4009289641598]"
10N_1330_3107_13-2019-01-01,"[395.6583013534546, 581.018780708313, 795.5743770599365, 1205.905101776123]","[164.2620675326505, 210.52175237107753, 324.08831620907995, 465.3240472931159]"
10N_1330_3107_13-2019-01-07,"[398.51370429992676, 583.7645988464355, 800.5293397903442, 1225.0729570388794]","[161.5980727475893, 212.26910087656174, 321.24579872525186, 455.53825538914657]"
10N_1330_3107_13-2019-01-14,"[374.760537147522, 540.0845022201538, 744.6708002090454, 1165.9842414855957]","[156.74197459346908, 200.59297066994714, 315.93687077308886, 420.14048874919644]"
10N_1330_3107_13-2019-01-21,"[308.94499015808105, 475.1070795059204, 670.1744804382324, 1034.638913154602]","[111.14026016534686, 157.32189650241253, 267.6075576410601, 349.0769463834502]"
10N_1330_3107_13-2019-01-28,"[309.3031940460205, 492.48648262023926, 695.027307510376, 1192.5270042419434]","[110.46452241847159, 166.1708230811611, 301.3891839638834, 421.19334429002953]"
10N_1330_3107_13-2019-02-01,"[402.4527816772461, 569.330078125, 810.1730155944824, 1275.8256912231445]","[147.13301671347148, 186.48325328449593, 311.7801183447147, 418.60652533189295]"
10N_1330_3107_13-2019-02-07,"[356.3682632446289, 526.2645273208618, 714.7146854400635, 1218.6337604522705]","[114.02758373540493, 153.08263947662337, 239.01164283744737, 359.5011241097131]"
10N_1330_3107_13-2019-02-14,"[310.31068229675293, 475.8174171447754, 622.5952663421631, 1134.123875617981]","[98.29819289738744, 140.32593403128433, 198.46622073319597, 320.5009449699747]"
10N_1330_3107_13-2019-02-21,"[292.972864151001, 448.81562900543213, 579.2909536361694, 1097.059121131897]","[92.66278778671915, 133.9087859586283, 165.33940397336485, 298.17173729569964]"
10N_1330_3107_13-2019-02-28,"[313.8511257171631, 481.01299381256104, 630.9392690658569, 1137.2489376068115]","[99.85671261419799, 143.53638395071172, 189.49524229210235, 307.802600275884]"
10N_1330_3107_13-2019-03-01,"[317.3184452056885, 486.12145137786865, 639.2995443344116, 1148.3538627624512]","[101.36371230178952, 145.6592543104794, 194.4474837533507, 309.0752404536915]"
10N_1330_3107_13-2019-03-07,"[335.6606492996216, 513.3401470184326, 684.9501295089722, 1212.7729597091675]","[110.04832189608763, 157.89932666947533, 223.8658461009146, 324.3795324721787]"
10N_1330_3107_13-2019-03-14,"[354.18940830230713, 534.5965023040771, 718.2793407440186, 1260.7045602798462]","[126.99764324166613, 171.1859993478737, 226.73789860841143, 309.49210550416564]"
10N_1330_3107_13-2019-03-21,"[286.93925380706787, 444.2489023208618, 634.4877643585205, 1113.8457460403442]","[86.22070902955686, 116.13857200339076, 163.50827587255938, 255.01360863460056]"
10N_1330_3107_13-2019-03-28,"[352.6399278640747, 520.1636648178101, 707.8351593017578, 1181.8373832702637]","[106.43400323865708, 142.56491530223218, 187.92727417044907, 299.05930669508007]"
10N_1330_3107_13-2019-04-01,"[428.9237747192383, 646.3006916046143, 836.1319990158081, 1382.7396755218506]","[105.6760946239479, 154.66862796385513, 197.24193703228332, 310.7497834847467]"
10N_1330_3107_13-2019-04-07,"[423.399808883667, 619.57834815979, 810.1276578903198, 1336.638934135437]","[113.06022366824072, 151.7987438685991, 193.55277662294063, 305.9048424216496]"
10N_1330_3107_13-2019-04-14,"[463.1403617858887, 686.1096467971802, 878.6212177276611, 1472.325979232788]","[130.81692869761912, 175.45162521749637, 227.117344650093, 341.03756133880313]"
10N_1330_3107_13-2019-04-21,"[470.9235506057739, 706.1178932189941, 927.0532894134521, 1657.0479650497437]","[129.14065234059842, 169.44303489895321, 254.16559935187195, 373.4142336244185]"
10N_1330_3107_13-2019-04-28,"[490.7508726119995, 743.0984468460083, 923.0449151992798, 1736.2584819793701]","[156.67805481613303, 200.73251689070932, 262.61676854888606, 410.7814883754861]"
10N_1330_3107_13-2019-05-01,"[447.85973167419434, 705.835545539856, 844.1491947174072, 1735.3879890441895]","[137.82753170688477, 183.81370768166076, 236.34396363441007, 406.56838145018384]"
10N_1330_3107_13-2019-05-07,"[485.77062225341797, 742.5310020446777, 917.5284576416016, 1870.4036235809326]","[123.92913413873343, 161.10040942004937, 221.6316297130631, 374.69916343370573]"
10N_1330_3107_13-2019-05-14,"[464.04869747161865, 717.9138374328613, 905.4517526626587, 1830.721251487732]","[136.0740223803418, 173.8452583160728, 245.7594332181997, 415.22739729422204]"
10N_1330_3107_13-2019-05-21,"[433.74799633026123, 695.7303199768066, 775.0854730606079, 1886.488564491272]","[114.4369722258964, 152.71487449904836, 202.33922542618734, 415.3041288255544]"
10N_1330_3107_13-2019-05-28,"[467.26258182525635, 709.6789855957031, 858.8842163085938, 1902.3182182312012]","[126.22327829407308, 160.6777596238145, 245.9979430882857, 422.468359790871]"
10N_1330_3107_13-2019-06-01,"[457.89903926849365, 701.4604396820068, 834.7277431488037, 1890.2027187347412]","[134.70407060899774, 168.72221097371698, 244.94932202428058, 423.8478271527787]"
10N_1330_3107_13-2019-06-07,"[437.9303398132324, 703.2953939437866, 852.5716276168823, 1976.7803993225098]","[123.3080886915701, 163.85856704547263, 242.60712725166704, 450.40718770681264]"
10N_1330_3107_13-2019-06-14,"[451.26883697509766, 718.6766777038574, 878.2161436080933, 2113.957734107971]","[123.78539504336914, 163.44076402570758, 235.31032597841093, 383.87486892869117]"
10N_1330_3107_13-2019-06-21,"[516.6492900848389, 783.7010612487793, 987.3004007339478, 2239.3231706619263]","[153.24874856208118, 189.143346645834, 288.3789934376581, 442.699940523464]"
10N_1330_3107_13-2019-06-28,"[454.50354766845703, 745.7815427780151, 959.9239387512207, 2258.2555112838745]","[126.6923788297204, 177.18716117711483, 277.7958323601702, 432.3746463034742]"
10N_1330_3107_13-2019-07-01,"[462.23005771636963, 758.0700807571411, 953.8074569702148, 2278.864091873169]","[119.59368318142488, 169.07807831161176, 257.36880037777456, 413.69058587828573]"
10N_1330_3107_13-2019-07-07,"[484.4682493209839, 775.4031572341919, 956.3507413864136, 2330.6919746398926]","[138.43113866420214, 187.13104236229222, 279.04004737208953, 450.37665010765096]"
10N_1330_3107_13-2019-07-14,"[503.8559732437134, 778.6816139221191, 969.0045337677002, 2347.231210708618]","[150.77404928502918, 194.88479696357837, 298.02418066405505, 478.7618420371985]"
10N_1330_3107_13-2019-07-21,"[500.050274848938, 788.9162616729736, 983.2340059280396, 2331.9250144958496]","[145.1117705547745, 191.6084687013709, 289.2480120780364, 451.6155526498286]"
10N_1330_3107_13-2019-07-28,"[507.0540065765381, 779.1810874938965, 971.606972694397, 2349.6715841293335]","[154.3864197545286, 199.48423159908066, 307.2919591881722, 499.21200736040373]"
10N_1330_3107_13-2019-08-01,"[509.1573314666748, 785.4926242828369, 1011.1125526428223, 2356.3563346862793]","[159.9507385964217, 204.45313287126393, 318.7220310260164, 489.7514984704604]"
10N_1330_3107_13-2019-08-07,"[493.59130668640137, 771.4430665969849, 962.0182113647461, 2346.1814374923706]","[152.5270189586372, 198.52440862490175, 301.54283227258566, 482.3487431406066]"
10N_1330_3107_13-2019-08-14,"[515.3433322906494, 785.1849975585938, 986.8139219284058, 2323.50808429718]","[158.48829929876865, 203.67674337800437, 312.6563307915105, 473.4887922117332]"
10N_1330_3107_13-2019-08-21,"[508.06108951568604, 784.8407125473022, 1021.2180967330933, 2355.5276613235474]","[153.42687664910295, 204.14811190730856, 324.6686389724412, 458.25002533941563]"
10N_1330_3107_13-2019-08-28,"[443.32953453063965, 737.9169607162476, 908.0197448730469, 2330.6397914886475]","[133.09427271005345, 196.2088708397473, 287.4945844939682, 435.7512175269787]"
10N_1330_3107_13-2019-09-01,"[449.9646329879761, 743.2707967758179, 958.9940099716187, 2287.3201608657837]","[131.77433946319246, 192.62896331330097, 295.3485285300077, 444.34583434294495]"
10N_1330_3107_13-2019-09-07,"[442.25207328796387, 732.6562871932983, 944.2813634872437, 2303.418659210205]","[123.97497396225633, 190.43312337097453, 306.18363759278697, 481.54386931196484]"
10N_1330_3107_13-2019-09-14,"[458.4349365234375, 719.1698951721191, 908.8138856887817, 2275.5380249023438]","[140.50367063807863, 194.87262823122344, 306.4286963954248, 477.5231581078993]"
10N_1330_3107_13-2019-09-21,"[462.94384765625, 703.6323289871216, 883.6175365447998, 2160.3146829605103]","[160.38975849391366, 216.8170312245264, 342.4984358425914, 487.9664755697101]"
10N_1330_3107_13-2019-09-28,"[455.16138458251953, 697.2755126953125, 876.9479675292969, 2230.7852325439453]","[147.2211551874021, 204.00418439361326, 326.11601277854624, 482.1632349623458]"
10N_1330_3107_13-2019-10-01,"[441.44994926452637, 689.5362920761108, 855.777606010437, 2225.267285346985]","[142.51465416644336, 209.92111408058543, 332.9628181511118, 479.48570456412]"
10N_1330_3107_13-2019-10-07,"[437.20980644226074, 686.3324432373047, 888.0898380279541, 2157.9747257232666]","[143.68828032997183, 208.27359139614802, 331.983125641407, 469.61447491215307]"
10N_1330_3107_13-2019-10-14,"[414.4863443374634, 666.194881439209, 844.3558025360107, 2181.7699518203735]","[150.2089061379346, 218.6720236526484, 344.6274642151341, 481.40710145264035]"
10N_1330_3107_13-2019-10-21,"[429.71174240112305, 681.151125907898, 916.2394342422485, 2158.214081764221]","[129.8064327640697, 190.37388761432285, 334.10971812090446, 471.63823474895605]"
10N_1330_3107_13-2019-10-28,"[477.1784601211548, 732.7598714828491, 966.1128377914429, 2174.2726278305054]","[181.48157251602046, 253.32662204730295, 403.56074643136816, 542.508142310544]"
10N_1330_3107_13-2019-11-01,"[467.63081550598145, 732.4019966125488, 953.2860403060913, 2245.8850202560425]","[170.4729529992197, 252.93974528065218, 396.2579162402588, 565.9807823936095]"
10N_1330_3107_13-2019-11-07,"[455.70727825164795, 719.0599098205566, 959.9726753234863, 2240.972156524658]","[159.41859988763278, 245.33090467956688, 385.0893012839405, 584.2475926509863]"
10N_1330_3107_13-2019-11-14,"[470.9375801086426, 717.6161613464355, 983.0159883499146, 2130.3001346588135]","[158.74733009343987, 243.93636030904568, 390.6966571664798, 546.9724088518622]"
10N_1330_3107_13-2019-11-21,"[456.93706035614014, 699.2272138595581, 958.598237991333, 2187.9142122268677]","[164.68249033645694, 258.1825111793134, 410.16824893221775, 637.3126346280562]"
10N_1330_3107_13-2019-11-28,"[465.1133146286011, 686.0122938156128, 964.185980796814, 2156.041096687317]","[160.14482288534677, 240.07409700841453, 387.73328691732075, 605.1472805880389]"
10N_1330_3107_13-2019-12-01,"[438.4777183532715, 660.5352420806885, 928.8638610839844, 2062.101252555847]","[144.4316031975549, 223.42144832902832, 365.5912644561067, 574.092516146391]"
10N_1330_3107_13-2019-12-07,"[306.0462398529053, 489.08982944488525, 695.9280366897583, 1821.87841796875]","[95.36181016470475, 166.0352077308813, 278.31545730880384, 576.08004347282]"
10N_1330_3107_13-2019-12-14,"[218.8253116607666, 376.34810638427734, 559.764630317688, 1692.241102218628]","[60.15954555164629, 114.05295441115109, 204.99079274936972, 526.9680429899488]"
